Sport,Year,Category,Title
TENNIS - GIRLS,2003,LEAGUE,LEAGUE CHAMPION
TENNIS - GIRLS,2004,LEAGUE,LEAGUE CHAMPION
TENNIS - GIRLS,2005,LEAGUE,LEAGUE CHAMPION
TENNIS - GIRLS,2007,LEAGUE,LEAGUE CHAMPION
TENNIS - GIRLS,2008,LEAGUE,LEAGUE CHAMPION
TENNIS - GIRLS,2009,LEAGUE,LEAGUE CHAMPION
TENNIS - GIRLS,2021,LEAGUE,LEAGUE CHAMPION
TENNIS - GIRLS,2022,LEAGUE,LEAGUE CHAMPION
TENNIS - GIRLS,2023,LEAGUE,LEAGUE CHAMPION
SWIMMING AND DIVING - GIRLS,1981,LEAGUE,LEAGUE CHAMPION
SWIMMING AND DIVING - GIRLS,1982,LEAGUE,LEAGUE CHAMPION
SWIMMING AND DIVING - GIRLS,1983,LEAGUE,LEAGUE CHAMPION
SWIMMING AND DIVING - GIRLS,1988,LEAGUE,LEAGUE CHAMPION
SWIMMING AND DIVING - GIRLS,1991,LEAGUE,LEAGUE CHAMPION
SWIMMING AND DIVING - GIRLS,1997,LEAGUE,LEAGUE CHAMPION
SWIMMING AND DIVING - GIRLS,1998,LEAGUE,LEAGUE CHAMPION
SWIMMING AND DIVING - GIRLS,2003,LEAGUE,LEAGUE CHAMPION
SWIMMING AND DIVING - GIRLS,2004,LEAGUE,LEAGUE CHAMPION
SWIMMING AND DIVING - GIRLS,2005,LEAGUE,LEAGUE CHAMPION
SWIMMING AND DIVING - GIRLS,2006,LEAGUE,LEAGUE CHAMPION
SWIMMING AND DIVING - GIRLS,2007,LEAGUE,LEAGUE CHAMPION
SWIMMING AND DIVING - GIRLS,2011,LEAGUE,LEAGUE CHAMPION
SWIMMING AND DIVING - GIRLS,2012,LEAGUE,LEAGUE CHAMPION
SWIMMING AND DIVING - GIRLS,2015,LEAGUE,LEAGUE CHAMPION
SWIMMING AND DIVING - GIRLS,2016,LEAGUE,LEAGUE CHAMPION
SWIMMING AND DIVING - GIRLS,2017,LEAGUE,LEAGUE CHAMPION
SWIMMING AND DIVING - GIRLS,2018,LEAGUE,LEAGUE CHAMPION
SWIMMING AND DIVING - GIRLS,2020,LEAGUE,LEAGUE CHAMPION
SWIMMING AND DIVING - GIRLS,2021,LEAGUE,LEAGUE CHAMPION
SWIMMING AND DIVING - GIRLS,2022,LEAGUE,LEAGUE CHAMPION
SWIMMING AND DIVING - GIRLS,2023,LEAGUE,LEAGUE CHAMPION
SWIMMING AND DIVING - GIRLS,2024,LEAGUE,LEAGUE CHAMPION
SWIMMING AND DIVING - GIRLS,2015,SUFFOLK COUNTY,SUFFOLK COUNTY CHAMPION
BASKETBALL - BOYS,1939,LEAGUE,LEAGUE CHAMPION
BASKETBALL - BOYS,1947,LEAGUE,LEAGUE CHAMPION
BASKETBALL - BOYS,1949,LEAGUE,LEAGUE CHAMPION
BASKETBALL - BOYS,1950,LEAGUE,LEAGUE CHAMPION
BASKETBALL - BOYS,1951,LEAGUE,LEAGUE CHAMPION
BASKETBALL - BOYS,1952,LEAGUE,LEAGUE CHAMPION
BASKETBALL - BOYS,1970,LEAGUE,LEAGUE CHAMPION
BASKETBALL - BOYS,1989,LEAGUE,LEAGUE CHAMPION
BASKETBALL - BOYS,1990,LEAGUE,LEAGUE CHAMPION
BASKETBALL - BOYS,1947,SUFFOLK COUNTY,SUFFOLK COUNTY CHAMPION
BASKETBALL - BOYS,1951,SUFFOLK COUNTY,SUFFOLK COUNTY CHAMPION
BASKETBALL - GIRLS,1976,LEAGUE,LEAGUE CHAMPION
BASKETBALL - GIRLS,1977,LEAGUE,LEAGUE CHAMPION
BASKETBALL - GIRLS,1979,LEAGUE,LEAGUE CHAMPION
BASKETBALL - GIRLS,1980,LEAGUE,LEAGUE CHAMPION
BASKETBALL - GIRLS,1981,LEAGUE,LEAGUE CHAMPION
BASKETBALL - GIRLS,2021,LEAGUE,LEAGUE CHAMPION
WRESTLING - DUAL MEETS,1975,LEAGUE,LEAGUE CHAMPION
WRESTLING - DUAL MEETS,1976,LEAGUE,LEAGUE CHAMPION
WRESTLING - DUAL MEETS,1983,LEAGUE,LEAGUE CHAMPION
WRESTLING - DUAL MEETS,1996,LEAGUE,LEAGUE CHAMPION
WRESTLING - DUAL MEETS,2023,LEAGUE,LEAGUE CHAMPION
WRESTLING - DUAL MEETS,2025,LEAGUE,LEAGUE CHAMPION
WRESTLING - TOURNAMENTS,1983,LEAGUE,LEAGUE CHAMPION
WRESTLING - TOURNAMENTS,2022,LEAGUE,LEAGUE CHAMPION
WRESTLING - TOURNAMENTS,2025,LEAGUE,LEAGUE CHAMPION
WRESTLING - TOURNAMENTS,2022,SUFFOLK COUNTY,2022 SECTION XI DIVISION I INDIVIDUAL TOURNAMENT CHAMPIONS
SWIMMING AND DIVING - BOYS,1981,LEAGUE,LEAGUE CHAMPION
SWIMMING AND DIVING - BOYS,1982,LEAGUE,LEAGUE CHAMPION
SWIMMING AND DIVING - BOYS,1984,LEAGUE,LEAGUE CHAMPION
SWIMMING AND DIVING - BOYS,1985,LEAGUE,LEAGUE CHAMPION
SWIMMING AND DIVING - BOYS,1986,LEAGUE,LEAGUE CHAMPION
SWIMMING AND DIVING - BOYS,1994,LEAGUE,LEAGUE CHAMPION
SWIMMING AND DIVING - BOYS,2000,LEAGUE,LEAGUE CHAMPION
SWIMMING AND DIVING - BOYS,2009,LEAGUE,LEAGUE CHAMPION
SWIMMING AND DIVING - BOYS,2010,LEAGUE,LEAGUE CHAMPION
SWIMMING AND DIVING - BOYS,2011,LEAGUE,LEAGUE CHAMPION
SWIMMING AND DIVING - BOYS,2014,LEAGUE,LEAGUE CHAMPION
SWIMMING AND DIVING - BOYS,2015,LEAGUE,LEAGUE CHAMPION
SWIMMING AND DIVING - BOYS,2016,LEAGUE,LEAGUE CHAMPION
SWIMMING AND DIVING - BOYS,2020,LEAGUE,LEAGUE CHAMPION
WINTER TRACK AND FIELD - BOYS,2019,LEAGUE,LEAGUE CHAMPION
WINTER TRACK AND FIELD - GIRLS,2021,LEAGUE,LEAGUE CHAMPION
WINTER TRACK AND FIELD - GIRLS,2023,LEAGUE,LEAGUE CHAMPION
WINTER TRACK AND FIELD - GIRLS,2024,LEAGUE,LEAGUE CHAMPION
WINTER TRACK AND FIELD - GIRLS,2025,LEAGUE,LEAGUE CHAMPION
WINTER TRACK AND FIELD - GIRLS,1995,SUFFOLK COUNTY,SUFFOLK COUNTY CHAMPION
WINTER TRACK AND FIELD - GIRLS,2009,SUFFOLK COUNTY,SUFFOLK COUNTY CHAMPION
WINTER TRACK AND FIELD - GIRLS,2019,SUFFOLK COUNTY,SUFFOLK COUNTY CHAMPION
BOWLING,1990,LEAGUE,LEAGUE CHAMPION
BOWLING,1991,LEAGUE,LEAGUE CHAMPION
BOWLING,2011,LEAGUE,LEAGUE CHAMPION
BOWLING,1959,SUFFOLK COUNTY,SUFFOLK COUNTY CHAMPION
BOWLING,1991,SUFFOLK COUNTY,SUFFOLK COUNTY CHAMPION
BOWLING,2011,SUFFOLK COUNTY,SUFFOLK COUNTY CHAMPION
FENCING - BOYS,2021,LEAGUE,LEAGUE CHAMPION
BASEBALL,1926,LEAGUE,LEAGUE CHAMPION
BASEBALL,1937,LEAGUE,LEAGUE CHAMPION
BASEBALL,1950,LEAGUE,LEAGUE CHAMPION
BASEBALL,1963,LEAGUE,LEAGUE CHAMPION
BASEBALL,1979,LEAGUE,LEAGUE CHAMPION
BASEBALL,1983,LEAGUE,LEAGUE CHAMPION
BASEBALL,1984,LEAGUE,LEAGUE CHAMPION
BASEBALL,1992,LEAGUE,LEAGUE CHAMPION
BASEBALL,1999,LEAGUE,LEAGUE CHAMPION
BASEBALL,2011,LEAGUE,LEAGUE CHAMPION
BASEBALL,2016,LEAGUE,LEAGUE CHAMPION
BASEBALL,2017,LEAGUE,LEAGUE CHAMPION
BASEBALL,2022,LEAGUE,LEAGUE CHAMPION
BASEBALL,2025,LEAGUE,LEAGUE CHAMPION
BASEBALL,1938,SUFFOLK COUNTY,SUFFOLK COUNTY CHAMPION
BASEBALL,2019,SUFFOLK COUNTY,SUFFOLK COUNTY CHAMPION
BASEBALL,2025,SUFFOLK COUNTY,SUFFOLK COUNTY CHAMPION
BASEBALL,2019,LONG ISLAND,LONG ISLAND CHAMPION
BASEBALL,2025,LONG ISLAND,LONG ISLAND CHAMPION
BASEBALL,2025,STATE,CLASS A SOUTHEAST REGIONAL CHAMPIONS, CLASS A NYS SEMIFINALIST
SOFTBALL,1976,LEAGUE,LEAGUE CHAMPION
SOFTBALL,1977,LEAGUE,LEAGUE CHAMPION
SOFTBALL,1996,LEAGUE,LEAGUE CHAMPION
SOFTBALL,1997,LEAGUE,LEAGUE CHAMPION
SOFTBALL,2003,LEAGUE,LEAGUE CHAMPION
SOFTBALL,2009,LEAGUE,LEAGUE CHAMPION
SOFTBALL,2012,LEAGUE,LEAGUE CHAMPION
SOFTBALL,2013,LEAGUE,LEAGUE CHAMPION
SOFTBALL,2014,LEAGUE,LEAGUE CHAMPION
SOFTBALL,2015,LEAGUE,LEAGUE CHAMPION
SOFTBALL,2016,LEAGUE,LEAGUE CHAMPION
SOFTBALL,2017,LEAGUE,LEAGUE CHAMPION
SOFTBALL,2018,LEAGUE,LEAGUE CHAMPION
SOFTBALL,2019,LEAGUE,LEAGUE CHAMPION
SOFTBALL,2021,LEAGUE,LEAGUE CHAMPION
SOFTBALL,2023,LEAGUE,LEAGUE CHAMPION
SOFTBALL,1996,SUFFOLK COUNTY,SUFFOLK COUNTY CHAMPION
SOFTBALL,1999,SUFFOLK COUNTY,SUFFOLK COUNTY CHAMPION
SOFTBALL,2003,SUFFOLK COUNTY,SUFFOLK COUNTY CHAMPION
SOFTBALL,2005,SUFFOLK COUNTY,SUFFOLK COUNTY CHAMPION
SOFTBALL,2009,SUFFOLK COUNTY,SUFFOLK COUNTY CHAMPION
SOFTBALL,2012,SUFFOLK COUNTY,SUFFOLK COUNTY CHAMPION
SOFTBALL,2013,SUFFOLK COUNTY,SUFFOLK COUNTY CHAMPION
SOFTBALL,2014,SUFFOLK COUNTY,SUFFOLK COUNTY CHAMPION
SOFTBALL,2019,SUFFOLK COUNTY,SUFFOLK COUNTY CHAMPION
SOFTBALL,1996,LONG ISLAND,LONG ISLAND CHAMPION
SOFTBALL,1999,LONG ISLAND,LONG ISLAND CHAMPION
SOFTBALL,2003,LONG ISLAND,LONG ISLAND CHAMPION
SOFTBALL,2012,LONG ISLAND,LONG ISLAND CHAMPION
SOFTBALL,2013,LONG ISLAND,LONG ISLAND CHAMPION
SOFTBALL,2014,LONG ISLAND,LONG ISLAND CHAMPION
SOFTBALL,2019,LONG ISLAND,LONG ISLAND CHAMPION
SOFTBALL,2012,STATE,STATE CHAMPION
SPRING TRACK AND FIELD - BOYS,1968,LEAGUE,LEAGUE CHAMPION
SPRING TRACK AND FIELD - BOYS,1969,LEAGUE,LEAGUE CHAMPION
SPRING TRACK AND FIELD - BOYS,1970,LEAGUE,LEAGUE CHAMPION
SPRING TRACK AND FIELD - BOYS,1971,LEAGUE,LEAGUE CHAMPION
SPRING TRACK AND FIELD - BOYS,1972,LEAGUE,LEAGUE CHAMPION
SPRING TRACK AND FIELD - BOYS,1975,LEAGUE,LEAGUE CHAMPION
SPRING TRACK AND FIELD - BOYS,1976,LEAGUE,LEAGUE CHAMPION
SPRING TRACK AND FIELD - BOYS,1978,LEAGUE,LEAGUE CHAMPION
SPRING TRACK AND FIELD - BOYS,1981,LEAGUE,LEAGUE CHAMPION
SPRING TRACK AND FIELD - BOYS,1986,LEAGUE,LEAGUE CHAMPION
SPRING TRACK AND FIELD - BOYS,1996,LEAGUE,LEAGUE CHAMPION
SPRING TRACK AND FIELD - BOYS,2006,LEAGUE,LEAGUE CHAMPION
SPRING TRACK AND FIELD - BOYS,2021,LEAGUE,LEAGUE CHAMPION
SPRING TRACK AND FIELD - BOYS,1937,SUFFOLK COUNTY,SUFFOLK COUNTY CHAMPION
SPRING TRACK AND FIELD - BOYS,1938,SUFFOLK COUNTY,SUFFOLK COUNTY CHAMPION
SPRING TRACK AND FIELD - BOYS,1939,SUFFOLK COUNTY,SUFFOLK COUNTY CHAMPION
SPRING TRACK AND FIELD - BOYS,1949,SUFFOLK COUNTY,SUFFOLK COUNTY CHAMPION
SPRING TRACK AND FIELD - GIRLS,1983,LEAGUE,LEAGUE CHAMPION
SPRING TRACK AND FIELD - GIRLS,1984,LEAGUE,LEAGUE CHAMPION
SPRING TRACK AND FIELD - GIRLS,1986,LEAGUE,LEAGUE CHAMPION
SPRING TRACK AND FIELD - GIRLS,1995,LEAGUE,LEAGUE CHAMPION
SPRING TRACK AND FIELD - GIRLS,1996,LEAGUE,LEAGUE CHAMPION
SPRING TRACK AND FIELD - GIRLS,1997,LEAGUE,LEAGUE CHAMPION
SPRING TRACK AND FIELD - GIRLS,2001,LEAGUE,LEAGUE CHAMPION
SPRING TRACK AND FIELD - GIRLS,2002,LEAGUE,LEAGUE CHAMPION
SPRING TRACK AND FIELD - GIRLS,2004,LEAGUE,LEAGUE CHAMPION
SPRING TRACK AND FIELD - GIRLS,2005,LEAGUE,LEAGUE CHAMPION
SPRING TRACK AND FIELD - GIRLS,2006,LEAGUE,LEAGUE CHAMPION
SPRING TRACK AND FIELD - GIRLS,2008,LEAGUE,LEAGUE CHAMPION
SPRING TRACK AND FIELD - GIRLS,2009,LEAGUE,LEAGUE CHAMPION
SPRING TRACK AND FIELD - GIRLS,2012,LEAGUE,LEAGUE CHAMPION
SPRING TRACK AND FIELD - GIRLS,2021,LEAGUE,LEAGUE CHAMPION
SPRING TRACK AND FIELD - GIRLS,2022,LEAGUE,LEAGUE CHAMPION
SPRING TRACK AND FIELD - GIRLS,2023,LEAGUE,LEAGUE CHAMPION
SPRING TRACK AND FIELD - GIRLS,2024,LEAGUE,LEAGUE CHAMPION
SPRING TRACK AND FIELD - GIRLS,1995,SUFFOLK COUNTY,SUFFOLK COUNTY CHAMPION
SPRING TRACK AND FIELD - GIRLS,2021,SUFFOLK COUNTY,SUFFOLK COUNTY CHAMPION
SPRING TRACK AND FIELD - GIRLS,2022,SUFFOLK COUNTY,SUFFOLK COUNTY CHAMPION
SPRING TRACK AND FIELD - GIRLS,2023,SUFFOLK COUNTY,SUFFOLK COUNTY CHAMPION
SPRING TRACK AND FIELD - GIRLS,2024,SUFFOLK COUNTY,SUFFOLK COUNTY CHAMPION
GOLF - GIRLS,2002,LEAGUE,LEAGUE CHAMPION
GOLF - GIRLS,2003,LEAGUE,LEAGUE CHAMPION
GOLF - GIRLS,2004,LEAGUE,LEAGUE CHAMPION
GOLF - GIRLS,2005,LEAGUE,LEAGUE CHAMPION
GOLF - GIRLS,2006,LEAGUE,LEAGUE CHAMPION
GOLF - GIRLS,2008,LEAGUE,LEAGUE CHAMPION
GOLF - GIRLS,2009,LEAGUE,LEAGUE CHAMPION
GOLF - GIRLS,2010,LEAGUE,LEAGUE CHAMPION
GOLF - GIRLS,2011,LEAGUE,LEAGUE CHAMPION
GOLF - GIRLS,2012,LEAGUE,LEAGUE CHAMPION
GOLF - GIRLS,2013,LEAGUE,LEAGUE CHAMPION
GOLF - GIRLS,2014,LEAGUE,LEAGUE CHAMPION
GOLF - GIRLS,2015,LEAGUE,LEAGUE CHAMPION
GOLF - GIRLS,2016,LEAGUE,LEAGUE CHAMPION
GOLF - GIRLS,2017,LEAGUE,LEAGUE CHAMPION
GOLF - GIRLS,2017,LEAGUE,LEAGUE CHAMPION
GOLF - GIRLS,2019,LEAGUE,LEAGUE CHAMPION
GOLF - GIRLS,2021,LEAGUE,LEAGUE CHAMPION
GOLF - GIRLS,2024,LEAGUE,LEAGUE CHAMPION
GOLF - GIRLS,2025,LEAGUE,LEAGUE CHAMPION
GOLF - GIRLS,2010,SUFFOLK COUNTY,SUFFOLK COUNTY CHAMPION
GOLF - GIRLS,2016,SUFFOLK COUNTY,SUFFOLK COUNTY CHAMPION
GOLF - GIRLS,2017,SUFFOLK COUNTY,SUFFOLK COUNTY CHAMPION
GOLF - GIRLS,2018,SUFFOLK COUNTY,SUFFOLK COUNTY CHAMPION
GOLF - GIRLS,2019,SUFFOLK COUNTY,SUFFOLK COUNTY CHAMPION
GOLF - GIRLS,2004,SUFFOLK COUNTY,SUFFOLK COUNTY CHAMPION
GOLF - GIRLS,2002,SUFFOLK COUNTY,SUFFOLK COUNTY CHAMPION
GOLF - GIRLS,2003,SUFFOLK COUNTY,SUFFOLK COUNTY CHAMPION
GOLF - GIRLS,2006,SUFFOLK COUNTY,SUFFOLK COUNTY CHAMPION
GOLF - GIRLS,2007,SUFFOLK COUNTY,SUFFOLK COUNTY CHAMPION
GOLF - GIRLS,2002,LONG ISLAND,LONG ISLAND CHAMPION
GOLF - GIRLS,2003,LONG ISLAND,LONG ISLAND CHAMPION
GOLF - GIRLS,2007,LONG ISLAND,LONG ISLAND CHAMPION
GOLF - GIRLS,2010,LONG ISLAND,LONG ISLAND CHAMPION
TENNIS - BOYS,1964,LEAGUE,LEAGUE CHAMPION
TENNIS - BOYS,1965,LEAGUE,LEAGUE CHAMPION
TENNIS - BOYS,1966,LEAGUE,LEAGUE CHAMPION
TENNIS - BOYS,1967,LEAGUE,LEAGUE CHAMPION
TENNIS - BOYS,1968,LEAGUE,LEAGUE CHAMPION
TENNIS - BOYS,1986,LEAGUE,LEAGUE CHAMPION
TENNIS - BOYS,1991,LEAGUE,LEAGUE CHAMPION
TENNIS - BOYS,1994,LEAGUE,LEAGUE CHAMPION
TENNIS - BOYS,1997,LEAGUE,LEAGUE CHAMPION
TENNIS - BOYS,2011,LEAGUE,LEAGUE CHAMPION
TENNIS - BOYS,1935,SUFFOLK COUNTY,SUFFOLK COUNTY CHAMPION
TENNIS - BOYS,1938,SUFFOLK COUNTY,SUFFOLK COUNTY CHAMPION
TENNIS - BOYS,1940,SUFFOLK COUNTY,SUFFOLK COUNTY CHAMPION
LACROSSE - BOYS,2005,LEAGUE,LEAGUE CHAMPION
LACROSSE - BOYS,2006,LEAGUE,LEAGUE CHAMPION
LACROSSE - BOYS,2007,LEAGUE,LEAGUE CHAMPION
LACROSSE - BOYS,2008,LEAGUE,LEAGUE CHAMPION
LACROSSE - BOYS,2009,LEAGUE,LEAGUE CHAMPION
LACROSSE - BOYS,2012,LEAGUE,LEAGUE CHAMPION
LACROSSE - BOYS,2013,LEAGUE,LEAGUE CHAMPION
LACROSSE - BOYS,2015,LEAGUE,LEAGUE CHAMPION
LACROSSE - BOYS,2016,LEAGUE,LEAGUE CHAMPION
LACROSSE - BOYS,2018,LEAGUE,LEAGUE CHAMPION
LACROSSE - BOYS,2009,SUFFOLK COUNTY,SUFFOLK COUNTY CHAMPION
LACROSSE - BOYS,2012,SUFFOLK COUNTY,SUFFOLK COUNTY CHAMPION
LACROSSE - BOYS,2009,LONG ISLAND,LONG ISLAND CHAMPION
LACROSSE - GIRLS,2004,LEAGUE,LEAGUE CHAMPION
LACROSSE - GIRLS,2005,LEAGUE,LEAGUE CHAMPION
LACROSSE - GIRLS,2006,LEAGUE,LEAGUE CHAMPION
LACROSSE - GIRLS,2008,LEAGUE,LEAGUE CHAMPION
LACROSSE - GIRLS,2009,LEAGUE,LEAGUE CHAMPION
LACROSSE - GIRLS,2011,LEAGUE,LEAGUE CHAMPION
LACROSSE - GIRLS,2014,LEAGUE,LEAGUE CHAMPION
LACROSSE - GIRLS,2024,LEAGUE,LEAGUE CHAMPION
LACROSSE - GIRLS,2025,LEAGUE,LEAGUE CHAMPION
LACROSSE - GIRLS,2009,SUFFOLK COUNTY,SUFFOLK COUNTY CHAMPION
LACROSSE - GIRLS,2014,SUFFOLK COUNTY,SUFFOLK COUNTY CHAMPION
LACROSSE - GIRLS,2024,SUFFOLK COUNTY,SUFFOLK COUNTY CHAMPION
LACROSSE - GIRLS,2024,LONG ISLAND,LONG ISLAND CHAMPION
LACROSSE - GIRLS,2024,STATE,STATE CHAMPION
LACROSSE - GIRLS,2024,UNDEFEATED,21-0
LACROSSE - GIRLS,0,OTHER,RANKED 11TH IN THE COUNTRY
FLAG FOOTBALL - GIRLS,2024,LEAGUE,LEAGUE CHAMPION
FLAG FOOTBALL - GIRLS,2025,LEAGUE,LEAGUE CHAMPION
FLAG FOOTBALL - GIRLS,2024,SUFFOLK COUNTY,SUFFOLK COUNTY CHAMPION
FLAG FOOTBALL - GIRLS,2025,SUFFOLK COUNTY,SUFFOLK COUNTY CHAMPION
FLAG FOOTBALL - GIRLS,2024,LONG ISLAND,LONG ISLAND CHAMPION
FLAG FOOTBALL - GIRLS,2025,LONG ISLAND,LONG ISLAND CHAMPION
FLAG FOOTBALL - GIRLS,2024,STATE,RUNNER-UP IN DIVISION II NYS CHAMPIONSHIPS
FLAG FOOTBALL - GIRLS,2025,STATE,CLASS B NYS SEMIFINALIST
